YearMonthNum,MonthYear,CustomerKey,TotalAmount,TxnCount,FraudCount
202301,Jan-2023,163,94.08,4,0
202301,Jan-2023,164,32.9,1,0
202301,Jan-2023,165,57.58,1,0
202301,Jan-2023,167,25.270000000000003,2,0
202301,Jan-2023,168,160.34,2,0
202301,Jan-2023,169,268.37,3,0
202301,Jan-2023,170,510.29999999999995,4,0
202301,Jan-2023,171,166.26,1,0
202301,Jan-2023,172,388.09000000000003,4,0
202301,Jan-2023,173,346.59999999999997,4,0
202301,Jan-2023,174,193.12,3,0
202301,Jan-2023,175,351.71,4,0
202301,Jan-2023,176,66.53,2,0
202301,Jan-2023,177,73.44,3,0
202301,Jan-2023,178,129.56,3,0
202301,Jan-2023,180,373.90999999999997,2,0
202301,Jan-2023,182,144.16,2,0
202301,Jan-2023,183,259.67,4,0
202301,Jan-2023,184,298.37,3,0
202301,Jan-2023,185,103.35000000000001,2,0
202301,Jan-2023,186,251.08999999999997,3,0
202301,Jan-2023,187,398.78,3,0
202301,Jan-2023,188,348.14,4,0
202301,Jan-2023,189,145.68,4,0
202301,Jan-2023,190,545.1300000000001,4,0
202301,Jan-2023,191,195.37,4,0
202301,Jan-2023,192,180.27,3,0
202301,Jan-2023,193,104.17,2,0
202301,Jan-2023,194,82.81,2,0
202301,Jan-2023,196,269.94,4,0
202301,Jan-2023,197,562.46,6,0
202301,Jan-2023,198,98.19999999999999,2,1
202301,Jan-2023,199,323.78999999999996,4,0
202301,Jan-2023,200,13.03,1,0
202301,Jan-2023,201,348.40000000000003,4,0
202301,Jan-2023,202,125.09,3,0
202301,Jan-2023,203,78.96000000000001,2,0
202301,Jan-2023,204,35.29,1,0
202301,Jan-2023,205,39.16,1,0
202301,Jan-2023,206,283.82,3,0
202301,Jan-2023,207,79.86,3,0
202301,Jan-2023,209,51.11,2,0
202301,Jan-2023,210,149.39,2,0
202301,Jan-2023,212,241.26,2,0
202301,Jan-2023,213,118.72999999999999,3,0
202301,Jan-2023,214,218.85,4,1
202301,Jan-2023,215,267.8,4,0
202301,Jan-2023,216,191.89,2,0
202301,Jan-2023,218,80.65,1,0
202301,Jan-2023,219,354.06,3,0
202301,Jan-2023,220,473.76,5,0
202301,Jan-2023,221,85.68,3,0
202301,Jan-2023,222,307.11,2,0
202301,Jan-2023,223,411.6,3,0
202301,Jan-2023,224,231.81,4,0
202301,Jan-2023,225,109.96,3,0
202301,Jan-2023,226,189.51,2,0
202301,Jan-2023,227,533.1999999999999,4,0
202301,Jan-2023,228,217.78,2,0
202301,Jan-2023,229,31.92,1,0
202301,Jan-2023,230,175.86,1,0
202301,Jan-2023,231,222.66,3,0
202301,Jan-2023,232,66.44,1,0
202301,Jan-2023,233,74.64999999999999,2,0
202301,Jan-2023,234,44.95,2,0
202301,Jan-2023,235,288.5,5,0
202301,Jan-2023,236,306.43,4,0
202301,Jan-2023,237,227.98000000000002,4,0
202301,Jan-2023,238,24.89,2,0
202301,Jan-2023,239,33.99,1,0
202301,Jan-2023,240,99.64000000000001,2,0
202301,Jan-2023,241,205.67000000000002,5,0
202301,Jan-2023,242,135.77,3,0
202301,Jan-2023,243,93.3,2,0
202301,Jan-2023,244,145.29000000000002,3,0
202301,Jan-2023,245,121.88,2,0
202301,Jan-2023,246,18.03,1,0
202301,Jan-2023,247,687.89,4,0
202301,Jan-2023,248,28.87,1,0
202301,Jan-2023,249,124.28,3,0
202301,Jan-2023,250,188.9,5,0
202301,Jan-2023,251,472.33,3,0
202301,Jan-2023,252,81.93,2,0
202301,Jan-2023,253,167.95000000000002,3,0
202301,Jan-2023,254,368.44,5,0
202301,Jan-2023,256,79.69999999999999,3,0
202301,Jan-2023,257,15.27,1,0
202301,Jan-2023,258,27.380000000000003,2,0
202301,Jan-2023,259,232.45000000000002,2,0
202301,Jan-2023,260,46.89,1,0
202301,Jan-2023,261,120.75999999999999,2,0
202301,Jan-2023,262,548.9,6,0
202301,Jan-2023,263,91.93,1,0
202301,Jan-2023,264,415.18,4,0
202301,Jan-2023,265,219.15,3,0
202301,Jan-2023,266,58.61,2,0
202301,Jan-2023,267,32.45,2,0
202301,Jan-2023,268,301.63,5,0
202301,Jan-2023,269,343.52000000000004,4,0
202301,Jan-2023,271,198.14,4,0
202301,Jan-2023,272,151.82999999999998,2,0
202301,Jan-2023,273,269.45,3,0
202301,Jan-2023,274,74.9,3,0
202301,Jan-2023,275,120.89,3,0
202301,Jan-2023,276,221.89,4,0
202301,Jan-2023,277,97.76,3,0
202301,Jan-2023,278,316.25,3,0
202301,Jan-2023,279,363.99,2,0
202301,Jan-2023,280,265.09000000000003,2,0
202301,Jan-2023,281,255.01999999999998,2,0
202301,Jan-2023,282,332.85,3,0
202301,Jan-2023,283,416.1,2,0
202301,Jan-2023,284,456.71,4,0
202301,Jan-2023,285,557.15,4,0
202301,Jan-2023,286,271.85,3,0
202301,Jan-2023,287,318.21,6,0
202301,Jan-2023,288,134.41,5,0
202301,Jan-2023,289,53.17,1,0
202301,Jan-2023,291,284.96999999999997,6,0
202301,Jan-2023,292,166.85999999999999,5,0
202301,Jan-2023,293,177.97,5,0
202301,Jan-2023,294,47.64,2,0
202301,Jan-2023,295,470.43,5,0
202301,Jan-2023,297,36.53,1,0
202301,Jan-2023,298,7.55,1,0
202301,Jan-2023,299,136.8,3,0
202301,Jan-2023,300,375.74,3,0
202301,Jan-2023,301,220.69,5,0
202301,Jan-2023,302,66.74,1,0
202301,Jan-2023,303,123.29,1,0
202301,Jan-2023,304,375.04999999999995,5,0
202301,Jan-2023,305,220.66,1,0
202301,Jan-2023,306,380.38,4,0
202301,Jan-2023,307,51.74,1,0
202301,Jan-2023,308,226.11,3,0
202301,Jan-2023,310,15.4,2,0
202301,Jan-2023,311,169.61,4,0
202301,Jan-2023,312,191.88,3,0
202301,Jan-2023,313,150.72,2,0
202301,Jan-2023,314,550.67,4,0
202301,Jan-2023,316,266.99,3,0
202301,Jan-2023,317,151.65,3,0
202301,Jan-2023,319,279.25,2,0
202301,Jan-2023,320,46.3,2,0
202301,Jan-2023,321,587.27,8,0
202301,Jan-2023,322,13.56,1,0
202301,Jan-2023,324,132.7,2,0
202301,Jan-2023,325,257.40999999999997,4,0
202301,Jan-2023,326,199.36,3,0
202301,Jan-2023,327,99.58,2,0
202301,Jan-2023,328,30.54,2,0
202301,Jan-2023,329,262.32,6,0
202301,Jan-2023,330,122.44999999999999,2,0
202301,Jan-2023,331,289.57,3,0
202301,Jan-2023,332,697.4200000000001,4,0
202301,Jan-2023,333,337.22,3,0
202301,Jan-2023,334,35.57,1,0
202301,Jan-2023,336,177.11,2,0
202301,Jan-2023,337,56.47,2,0
202301,Jan-2023,338,738.36,9,0
202301,Jan-2023,339,187.96,2,0
202301,Jan-2023,340,373.63,5,0
202301,Jan-2023,341,122.59,3,0
202301,Jan-2023,342,158.33,3,0
202301,Jan-2023,343,509.98,3,0
202301,Jan-2023,344,156.03,2,0
202301,Jan-2023,345,309.38,2,0
202301,Jan-2023,346,192.36,4,0
202301,Jan-2023,347,431.94,7,0
202301,Jan-2023,348,369.02,3,0
202301,Jan-2023,350,460.28999999999996,4,0
202301,Jan-2023,351,90.92,2,0
202301,Jan-2023,353,116.41999999999999,2,0
202301,Jan-2023,354,24.77,1,0
202301,Jan-2023,355,70.49,2,0
202301,Jan-2023,356,2.65,1,0
202301,Jan-2023,357,66.67,1,0
202301,Jan-2023,359,86.05000000000001,2,0
202301,Jan-2023,360,141.45,2,0
202301,Jan-2023,362,25.35,1,0
202301,Jan-2023,363,123.12,3,0
202301,Jan-2023,364,113.4,1,0
202301,Jan-2023,365,162.99,3,0
202301,Jan-2023,366,164.2,2,0
202301,Jan-2023,367,327.9,4,0
202301,Jan-2023,368,141.67,1,0
202301,Jan-2023,369,186.89999999999998,5,0
202301,Jan-2023,370,116.97,4,0
202301,Jan-2023,371,82.0,2,0
202301,Jan-2023,372,809.4000000000001,4,0
202301,Jan-2023,373,67.1,1,0
202301,Jan-2023,374,275.99,4,0
202301,Jan-2023,375,193.89999999999998,4,0
202301,Jan-2023,376,208.53,2,0
202301,Jan-2023,377,288.46,3,0
202301,Jan-2023,379,71.36,2,0
202301,Jan-2023,380,363.03,5,0
202301,Jan-2023,381,369.28,6,0
202301,Jan-2023,382,220.07999999999998,6,0
202301,Jan-2023,383,182.95999999999998,4,0
202301,Jan-2023,384,45.67,1,0
202301,Jan-2023,385,271.4,4,0
202301,Jan-2023,386,597.32,5,0
202301,Jan-2023,388,146.78,2,0
202301,Jan-2023,389,4.89,1,0
202301,Jan-2023,390,226.98000000000002,2,0
202301,Jan-2023,391,364.88,4,0
202301,Jan-2023,392,556.0,3,0
202301,Jan-2023,393,80.69,4,0
202301,Jan-2023,394,134.94,3,0
202301,Jan-2023,395,149.20999999999998,2,0
202301,Jan-2023,396,21.26,1,0
202301,Jan-2023,397,243.40000000000003,3,0
202301,Jan-2023,398,232.57999999999998,3,0
202301,Jan-2023,399,12.67,1,0
202301,Jan-2023,400,89.43,2,0
202301,Jan-2023,401,43.099999999999994,2,0
202301,Jan-2023,403,90.63,2,0
202301,Jan-2023,404,407.25,3,0
202301,Jan-2023,405,224.32,4,0
202301,Jan-2023,406,7.32,1,0
202301,Jan-2023,408,29.7,2,0
202301,Jan-2023,409,87.41000000000001,3,0
202301,Jan-2023,411,241.57,3,0
202301,Jan-2023,412,301.69,5,0
202301,Jan-2023,413,59.7,2,0
202301,Jan-2023,414,281.87,4,0
202301,Jan-2023,415,67.53,3,0
202301,Jan-2023,416,91.55,3,0
202301,Jan-2023,417,184.76,2,0
202301,Jan-2023,418,400.25,6,0
202301,Jan-2023,419,276.57,3,0
202301,Jan-2023,421,605.09,5,0
202301,Jan-2023,422,342.33,5,0
202301,Jan-2023,423,51.00000000000001,4,0
202301,Jan-2023,424,116.79,6,0
202301,Jan-2023,425,192.29000000000002,2,0
202301,Jan-2023,426,96.22,3,0
202301,Jan-2023,427,101.75,1,0
202301,Jan-2023,428,83.16,2,0
202301,Jan-2023,429,284.56,4,0
202301,Jan-2023,430,660.79,9,0
202301,Jan-2023,432,331.55,3,0
202301,Jan-2023,433,96.87,2,0
202301,Jan-2023,434,18.85,2,0
202301,Jan-2023,435,83.97,4,0
202301,Jan-2023,437,34.6,2,0
202301,Jan-2023,438,32.21,1,0
202301,Jan-2023,439,193.49,2,0
202301,Jan-2023,440,31.92,3,0
202301,Jan-2023,442,49.650000000000006,2,0
202301,Jan-2023,443,593.85,2,0
202301,Jan-2023,444,141.49,3,0
202301,Jan-2023,445,216.03,4,0
202301,Jan-2023,446,148.25,3,0
202301,Jan-2023,447,51.15,1,0
202301,Jan-2023,448,425.97,3,0
202301,Jan-2023,449,269.83,3,0
202301,Jan-2023,450,38.17,2,0
202301,Jan-2023,451,86.16,2,0
202301,Jan-2023,452,512.25,5,0
202301,Jan-2023,454,81.87,1,0
202301,Jan-2023,455,379.58000000000004,4,0
202301,Jan-2023,456,236.49,5,0
202301,Jan-2023,458,131.98000000000002,2,0
202301,Jan-2023,460,39.69,2,0
202301,Jan-2023,462,146.13,4,0
202301,Jan-2023,463,194.4,3,0
202301,Jan-2023,464,122.14,3,0
202301,Jan-2023,465,80.37,1,0
202301,Jan-2023,466,215.93,5,0
202301,Jan-2023,467,137.48,3,0
202301,Jan-2023,468,160.91,2,0
202301,Jan-2023,469,190.2,1,0
202301,Jan-2023,470,139.16,3,0
202301,Jan-2023,471,229.99,2,0
202301,Jan-2023,472,259.90999999999997,3,0
202301,Jan-2023,473,350.08000000000004,4,0
202301,Jan-2023,474,232.48,3,0
202301,Jan-2023,475,487.84999999999997,4,0
202301,Jan-2023,476,76.5,3,0
202301,Jan-2023,477,9.620000000000001,2,0
202301,Jan-2023,479,275.77,3,0
202301,Jan-2023,480,195.44,4,0
202301,Jan-2023,481,76.58,1,0
202301,Jan-2023,482,227.81,4,0
202301,Jan-2023,483,118.08999999999999,2,0
202301,Jan-2023,484,154.85,3,0
202301,Jan-2023,485,32.54,2,0
202301,Jan-2023,486,190.07,3,0
202301,Jan-2023,487,288.84000000000003,3,0
202301,Jan-2023,488,50.540000000000006,3,0
202301,Jan-2023,489,79.99,2,0
202301,Jan-2023,490,547.54,6,0
202301,Jan-2023,492,148.74,3,0
202301,Jan-2023,494,418.40999999999997,4,0
202301,Jan-2023,495,333.79,7,0
202301,Jan-2023,496,329.78,3,0
202301,Jan-2023,497,204.41,6,0
202301,Jan-2023,498,26.17,1,0
202301,Jan-2023,499,35.49,1,0
202301,Jan-2023,500,93.01,3,0
202301,Jan-2023,502,198.01999999999998,4,0
202301,Jan-2023,503,308.86,3,0
202301,Jan-2023,504,142.16,2,0
202301,Jan-2023,506,287.59000000000003,3,0
202301,Jan-2023,507,408.57,4,0
202301,Jan-2023,508,112.83,2,0
202301,Jan-2023,509,124.28,3,0
202301,Jan-2023,510,56.27,3,0
202301,Jan-2023,511,119.52,2,0
202301,Jan-2023,512,202.8,2,0
202301,Jan-2023,513,154.8,2,0
202301,Jan-2023,514,219.75,3,0
202301,Jan-2023,516,284.57,5,0
202301,Jan-2023,517,229.98,2,0
202301,Jan-2023,518,212.82,3,0
202301,Jan-2023,519,133.57,4,0
202301,Jan-2023,520,211.94,3,0
202301,Jan-2023,521,212.62,4,1
202301,Jan-2023,522,501.32,3,0
202301,Jan-2023,523,33.309999999999995,2,0
202301,Jan-2023,524,103.87,2,0
202301,Jan-2023,525,297.7,2,0
202301,Jan-2023,526,134.39,2,0
202301,Jan-2023,527,388.42,3,0
202301,Jan-2023,528,96.5,1,0
202301,Jan-2023,529,290.88,3,0
202301,Jan-2023,530,259.91999999999996,2,0
202301,Jan-2023,531,96.94,3,0
202301,Jan-2023,532,126.25,2,0
202301,Jan-2023,533,270.47,3,0
202301,Jan-2023,535,153.3,3,0
202301,Jan-2023,537,179.42,1,0
202301,Jan-2023,538,5.12,1,0
202301,Jan-2023,539,132.66000000000003,2,0
202301,Jan-2023,540,292.69,2,0
202301,Jan-2023,541,231.9,5,0
202301,Jan-2023,542,411.41,6,0
202301,Jan-2023,543,98.03,2,0
202301,Jan-2023,544,50.32,2,0
202301,Jan-2023,545,145.25,3,1
202301,Jan-2023,546,134.47,1,0
202301,Jan-2023,547,188.13000000000002,3,0
202301,Jan-2023,548,791.3100000000001,6,0
202301,Jan-2023,550,355.34000000000003,5,0
202301,Jan-2023,551,82.99000000000001,3,0
202301,Jan-2023,552,137.21,2,0
202301,Jan-2023,553,418.61,4,0
202301,Jan-2023,554,25.72,1,0
202301,Jan-2023,555,195.1,3,0
202301,Jan-2023,556,258.08,5,0
202301,Jan-2023,557,412.73,4,0
202301,Jan-2023,559,408.53,3,0
202301,Jan-2023,560,278.36,3,0
202301,Jan-2023,561,30.17,1,0
202301,Jan-2023,562,346.15999999999997,3,0
202301,Jan-2023,563,483.01,2,0
202301,Jan-2023,564,134.64000000000001,3,0
202301,Jan-2023,565,4.04,1,0
202301,Jan-2023,566,272.74,2,0
202301,Jan-2023,567,228.13,2,0
202301,Jan-2023,568,236.45,3,0
202301,Jan-2023,569,459.22,6,0
202301,Jan-2023,570,145.64,2,0
202301,Jan-2023,572,299.57,2,0
202301,Jan-2023,573,38.8,1,0
202301,Jan-2023,574,302.41999999999996,4,0
202301,Jan-2023,575,31.01,1,0
202301,Jan-2023,577,344.78,2,0
202301,Jan-2023,578,40.86,1,0
202301,Jan-2023,579,251.64999999999998,2,0
202301,Jan-2023,580,218.35,3,0
202301,Jan-2023,581,445.27,4,0
202301,Jan-2023,582,157.86,3,0
202301,Jan-2023,583,358.21999999999997,5,0
202301,Jan-2023,584,148.24,3,0
202301,Jan-2023,585,61.1,3,0
202301,Jan-2023,586,362.9,5,0
202301,Jan-2023,587,212.11,4,1
202301,Jan-2023,588,232.20999999999998,3,0
202301,Jan-2023,589,13.990000000000002,2,0
202301,Jan-2023,590,227.51999999999998,4,0
202301,Jan-2023,591,398.65000000000003,3,0
202301,Jan-2023,592,182.14999999999998,4,0
202301,Jan-2023,593,10.6,2,0
202301,Jan-2023,594,116.3,4,0
202301,Jan-2023,595,206.07,4,0
202301,Jan-2023,596,245.63,3,1
202301,Jan-2023,597,150.65,3,0
202301,Jan-2023,598,142.51,3,0
202301,Jan-2023,599,248.9,3,0
202301,Jan-2023,600,1.95,1,0
202301,Jan-2023,601,228.22000000000003,3,0
202301,Jan-2023,602,113.23,1,0
202301,Jan-2023,604,596.44,4,0
202301,Jan-2023,605,100.57000000000001,2,0
202301,Jan-2023,606,53.879999999999995,2,0
202301,Jan-2023,607,343.40999999999997,4,0
202301,Jan-2023,609,188.71,3,0
202301,Jan-2023,610,136.4,2,0
202301,Jan-2023,611,233.23,5,0
202301,Jan-2023,612,51.97,2,0
202301,Jan-2023,614,83.49000000000001,2,0
202301,Jan-2023,615,344.49,5,0
202301,Jan-2023,616,96.24,2,0
202301,Jan-2023,617,36.519999999999996,2,0
202301,Jan-2023,618,759.47,3,0
202301,Jan-2023,619,207.62,3,0
202301,Jan-2023,620,23.99,1,0
202301,Jan-2023,621,225.42000000000002,2,0
202301,Jan-2023,622,125.14,3,0
202301,Jan-2023,623,284.0,1,0
202301,Jan-2023,624,150.44,2,0
202301,Jan-2023,626,215.62,2,0
202301,Jan-2023,627,197.72,3,0
202301,Jan-2023,628,201.29999999999998,4,0
202301,Jan-2023,629,48.769999999999996,2,0
202301,Jan-2023,630,70.52000000000001,3,0
202301,Jan-2023,632,42.04,2,0
202301,Jan-2023,633,220.7,3,0
202301,Jan-2023,634,333.84000000000003,5,0
202301,Jan-2023,635,176.11,2,0
202301,Jan-2023,636,275.63,3,0
202301,Jan-2023,637,52.68,3,0
202301,Jan-2023,638,247.95000000000002,3,0
202301,Jan-2023,639,265.47,3,0
202301,Jan-2023,640,346.87,5,0
202301,Jan-2023,641,195.59,2,0
202301,Jan-2023,642,49.42,2,0
202301,Jan-2023,643,126.22999999999999,4,0
202301,Jan-2023,644,194.79000000000002,3,0
202301,Jan-2023,645,485.79999999999995,2,0
202301,Jan-2023,646,77.57,2,0
202301,Jan-2023,647,154.79000000000002,2,0
202301,Jan-2023,648,220.02999999999997,3,0
202301,Jan-2023,649,529.95,6,0
202301,Jan-2023,651,156.87,1,0
202301,Jan-2023,652,178.25,4,0
202301,Jan-2023,653,24.25,2,0
202301,Jan-2023,654,102.69,1,0
202301,Jan-2023,655,38.0,2,0
202301,Jan-2023,656,56.81,2,0
202301,Jan-2023,657,153.79999999999998,3,0
202301,Jan-2023,658,50.49,2,0
202301,Jan-2023,659,454.70000000000005,6,0
202301,Jan-2023,660,125.07,2,0
202301,Jan-2023,661,175.17000000000002,5,0
202301,Jan-2023,662,173.41,3,0
202301,Jan-2023,663,153.14,3,1
202301,Jan-2023,665,283.26,5,0
202301,Jan-2023,666,21.12,1,0
202301,Jan-2023,667,54.67,3,0
202301,Jan-2023,668,318.35,6,0
202301,Jan-2023,669,122.11,3,0
202301,Jan-2023,670,185.93,5,0
202301,Jan-2023,671,380.0,3,0
202301,Jan-2023,672,354.12,3,0
202301,Jan-2023,673,90.31,2,0
202301,Jan-2023,674,33.16,2,0
202301,Jan-2023,676,133.34,4,0
202301,Jan-2023,677,130.94,4,0
202301,Jan-2023,678,361.48,5,0
202301,Jan-2023,679,92.38000000000001,2,0
202301,Jan-2023,680,20.9,1,0
202301,Jan-2023,681,251.7,2,0
202301,Jan-2023,682,29.06,1,0
202301,Jan-2023,683,150.69,1,0
202301,Jan-2023,684,12.94,1,0
202301,Jan-2023,685,281.3,3,0
202301,Jan-2023,686,115.30000000000001,2,0
202301,Jan-2023,687,125.35,4,0
202301,Jan-2023,688,139.6,2,0
202301,Jan-2023,689,213.48,2,0
202301,Jan-2023,691,155.61,1,0
202301,Jan-2023,692,72.97,2,0
202301,Jan-2023,693,435.95000000000005,3,0
202301,Jan-2023,695,155.03,3,0
202301,Jan-2023,697,176.55,3,0
202301,Jan-2023,698,120.85,3,0
202301,Jan-2023,699,381.44,5,0
202301,Jan-2023,700,297.35,4,0
202301,Jan-2023,701,270.88,3,0
202301,Jan-2023,703,140.26999999999998,3,0
202301,Jan-2023,704,37.95,3,0
202301,Jan-2023,705,4.12,1,0
202301,Jan-2023,706,376.26,4,0
202301,Jan-2023,707,390.12,3,0
202301,Jan-2023,708,189.92000000000002,2,0
202301,Jan-2023,709,298.55,4,0
202301,Jan-2023,710,154.77,1,0
202301,Jan-2023,711,120.56,4,0
202301,Jan-2023,712,289.89,5,0
202301,Jan-2023,713,13.61,1,0
202301,Jan-2023,714,335.34000000000003,5,0
202301,Jan-2023,716,435.34000000000003,4,0
202301,Jan-2023,717,112.73,1,0
202301,Jan-2023,718,543.73,5,0
202301,Jan-2023,719,218.62,3,0
202301,Jan-2023,720,99.38,3,0
202301,Jan-2023,721,4.26,1,0
202301,Jan-2023,722,42.75,1,0
202301,Jan-2023,723,159.60000000000002,2,0
202301,Jan-2023,724,237.90000000000003,4,0
202301,Jan-2023,725,62.55,1,0
202301,Jan-2023,726,27.02,1,0
202301,Jan-2023,727,12.89,1,0
202301,Jan-2023,728,287.7,2,0
202301,Jan-2023,729,324.31,2,0
202301,Jan-2023,730,370.02,4,0
202301,Jan-2023,731,114.17999999999999,2,0
202301,Jan-2023,732,121.4,3,0
202301,Jan-2023,733,185.08,4,0
202301,Jan-2023,734,615.77,4,0
202301,Jan-2023,735,410.79,2,0
202301,Jan-2023,736,471.65000000000003,2,0
202301,Jan-2023,737,312.40999999999997,5,0
202301,Jan-2023,738,204.26999999999998,2,0
202301,Jan-2023,739,309.68,3,0
202301,Jan-2023,740,94.29,2,0
202301,Jan-2023,741,46.47,2,0
202301,Jan-2023,743,190.45,3,0
202301,Jan-2023,745,291.44,2,0
